C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_31_905.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_31_905.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_31_905.jpg,0,0,0,25.82486
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_31_978.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_31_978.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_31_978.jpg,0,0,0,25.61721
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_053.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_053.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_053.jpg,0,0,0,25.41124
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_126.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_126.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_126.jpg,0,0,0,25.20692
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_199.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_199.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_199.jpg,0,0,0,25.05476
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_276.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_276.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_276.jpg,0,0,0,24.85331
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_350.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_350.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_350.jpg,0,0,0,24.65347
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_425.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_425.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_425.jpg,0,0,0,24.50468
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_499.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_499.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_499.jpg,0,0,0,24.30765
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_574.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_574.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_574.jpg,0,0,0,24.11221
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_650.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_650.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_650.jpg,0,0,0,23.91837
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_726.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_726.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_726.jpg,0,0,0,23.77399
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_800.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_800.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_800.jpg,0,0,0,23.58284
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_875.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_875.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_875.jpg,0,0,0,23.39306
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_32_950.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_32_950.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_32_950.jpg,0,0,0,23.20387
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_027.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_027.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_027.jpg,0,0,0,23.01627
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_102.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_102.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_102.jpg,0,0,0,22.8766
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_179.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_179.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_179.jpg,-0.05,0,0,22.6909
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_253.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_253.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_253.jpg,-0.25,0,0,22.47785
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_330.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_330.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_330.jpg,-0.45,0.1745526,0,22.25954
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_405.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_405.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_405.jpg,0,0.4006053,0,22.22929
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_479.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_479.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_479.jpg,0,0.622344,0,22.52343
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_555.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_555.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_555.jpg,0,0.851316,0,23.04738
C:\Users\asera\Desktop\NN Project\IMG\center_2023_03_20_16_14_33_633.jpg,C:\Users\asera\Desktop\NN Project\IMG\left_2023_03_20_16_14_33_633.jpg,C:\Users\asera\Desktop\NN Project\IMG\right_2023_03_20_16_14_33_633.jpg,0,1,0,23.78025
